,character,freq,meaning,on,kun,nanori
9338,硠,,[],['ロウ'],[],[]
9339,硡,,[],['コウ'],[],[]
9340,硣,,[],"['コウ', 'キョウ']",[],[]
9341,硤,,['(arch.) town in Hebei province'],"['コウ', 'ギョウ']",[],[]
9342,硨,,"['giant clam', 'tridacna gigas']",['シャ'],[],[]
9343,硪,,[],"['ギ', 'ガ']","['いそ', 'いわお']",[]
9344,确,,"['sure', 'certain', 'real', 'true']",['カク'],[],[]
9345,硺,,[],"['タク', 'チョク']",['う.つ'],[]
9346,硾,,['weight'],"['ツイ', 'ズイ', 'ダ']",['つ.く'],[]
9347,碊,,[],"['セン', 'サン', 'オク']","['の.せる', 'そそ.ぐ', 'うつ.る', 'さか']",[]
9348,碏,,['coloured'],"['シャク', 'サク', 'セキ']",['つつし.む'],[]
9349,碔,,['1/2 pr stone'],"['ブ', 'ム']",[],[]
9350,碘,,['iodine'],['テン'],[],[]
9351,碡,,['stone roller used to level fields'],"['トク', 'チク', 'ジク']",[],[]
9352,碝,,[],"['ゼン', 'ネン']",[],[]
9353,碞,,"['room made of stone', 'watch-tower']",['ガン'],"['いわ', 'けわ.しい']",[]
9354,碟,,"['small dish', 'plate']","['カツ', 'ガチ', 'セツ', 'ゼチ']",['かわぐつ'],[]
9355,碤,,[],"['エイ', 'ヨウ']",['いし'],[]
9356,碨,,[],"['ワイ', 'エ', 'イ']",[],[]
9357,碬,,"['whetstone', 'tool grinder']","['カ', 'ケ', 'ゲ']",['といし'],[]
9358,碭,,['brilliantly colored veined stone'],['トウ'],['いし'],[]
9359,碰,,"['collide', 'bump into']",['ホウ'],['ぶつか.る'],[]
9360,碱,,"['alkaline', 'alkali', 'lye', 'salt']","['ケン', 'カン', 'セン']",['あ.く'],[]
9361,碲,,[],['テイ'],[],[]
9362,碳,,['carbon'],['タン'],[],[]
9363,碻,,['solid'],"['カク', 'コウ']",['たし.かめる'],[]
9364,碽,,[],"['コウ', 'ク']",[],[]
9365,碿,,[],"['ソツ', 'ソチ']",['みが.く'],[]
9366,磇,,['arsenic'],"['ヒ', 'ヘイ']",[],[]
9367,磈,,[],"['イ', 'キ', 'カイ']",['けわ.しい'],[]
9368,磉,,"['stone base', 'plinth of a pillar']",['ソウ'],['いしずえ'],[]
9369,磌,,[],"['テン', 'シン']",[],[]
9370,磎,,"['mountain stream', 'creek']",['ケイ'],"['たに', 'たにがわ']",[]
9371,磒,,"['to fall from', 'to fall into']","['イン', 'エン', 'ウン']",['おち.る'],[]
9372,磓,,[],"['タイ', 'テ', 'ツイ', 'ズイ']","['お.とす', 'う.つ']",[]
9373,磕,,"['hit', 'collide', 'knock into', 'sound']","['カイ', 'コウ', 'カツ', 'カチ']",[],[]
9374,磖,,[],['ロウ'],[],[]
9375,磤,,[],"['イン', 'オン']",[],[]
9376,磛,,['cliff'],"['サン', 'セン']",['けわ.しい'],[]
9377,磟,,"['mediocre', 'busy', 'occupied', 'roller']","['リク', 'ロク']",[],[]
9378,磠,,"['sal ammoniac', 'sand', 'pebble']",['ロ'],['すな'],[]
9379,磡,,"['cliff', 'ledge', 'bank', 'step']","['カン', 'コン']",[],[]
9380,磦,,[],['ヒョウ'],['みね'],[]
9381,磪,,"['high mountain', 'precipitous']","['サイ', 'スイ']",['けわ.しい'],[]
9382,磲,,[],"['キョ', 'ゴ']",[],[]
9383,磳,,[],"['ソウ', 'ジョウ']",['いし'],[]
9384,礀,,[],"['カン', 'ケン']",['たに'],[]
9385,磶,,[],"['セキ', 'シャク']",['いしずえ'],[]
9386,磷,,"['Phosphorus (element)', 'water rushing between rocks']","['リン', 'ロウ', 'リョウ']","['なが.れる', 'うすい', 'うす.らぐ', 'きらら']",[]
9387,磺,,"['Sulphur (element)', 'brimstone']",['コウ'],['あらがね'],[]
9388,磻,,['tributary of Wei river in Shaanxi'],"['ハン', 'ハ']",['いし'],[]
9389,磿,,[],"['レキ', 'リャク']",[],[]
9390,礆,,[],['ケン'],['けわ.しい'],[]
9391,礌,,[],['ライ'],['お.とす'],[]
9392,礐,,[],"['カク', 'コク']",[],[]
9393,礚,,[],['カイ'],[],[]
9394,礜,,[],['ヨ'],[],[]
9395,礞,,[],"['ボウ', 'ム']",['いし'],[]
9396,礟,,"['ancient ballista for throwing heavy stones', 'cannon', 'gun']","['ホ', 'ホウ']",['いしはじき'],[]
9397,礠,,[],['ジ'],[],[]
9398,礥,,[],"['キン', 'ケン']",['むつか.しい'],[]
9399,礧,,['roll'],"['ライ', 'ルイ']",[],[]
9400,礩,,[],"['シツ', 'シチ']",['いしずえ'],[]
9401,礭,,[],['カク'],['むち'],[]
9402,礱,,"['grind', 'sharpen', 'mill']","['ロウ', 'ル']",['と.ぐ'],[]
9403,礴,,"['fill', 'extend']",['ハク'],['ま.じる'],[]
9404,礵,,['arsenic'],['ソウ'],['ひそ'],[]
9405,礻,,"['cult', 'showing radical (no. 113)']",['シ'],[],[]
9406,礽,,"['blessings', 'happiness']","['ジョウ', 'ニョウ']",['さいわ.い'],[]
9407,礿,,['sacrifice'],"['ヤク', 'ヨウ']",['まつり'],[]
9408,祄,,[],['カイ'],['たす.ける'],[]
9409,祅,,"['calamities', 'disasters']",['ヨウ'],['わざわ.い'],[]
9410,祆,,"['Ormazda', 'god of the Zoroastrians (extended to god of the Manicheans)']","['ケン', 'テン']",[],[]
9411,祊,,"['river in Shandong', 'space inside']","['ホウ', 'ヒョウ']",['まつり'],[]
9412,祋,,[],"['タイ', 'タツ', 'タチ']",['ほこ'],[]
9413,祏,,['shrine'],"['セキ', 'ジャク']",['いはい'],[]
9414,祑,,[],"['チツ', 'ジチ']",[],[]
9415,祔,,"[""worship one's ancestors"", 'entomb']",['フ'],['あわせまつ.る'],[]
9416,祘,,['to calculate'],['サン'],['かぞ.える'],[]
9417,祛,,"['expel', 'disperse', 'exorcise']","['キョ', 'コ']",['はら.う'],[]
9418,祜,,"['blessing', 'happiness', 'prosperity']",['コ'],['さいわ.い'],[]
9419,祧,,['an ancestral hall'],['チョウ'],[],[]
9420,祩,,[],"['シュ', 'チュ']",['のろ.う'],[]
9421,祫,,"[""triennial sacrifice one's ancestor""]","['コウ', 'ギョウ']",['まつ.る'],[]
9422,祲,,"['ominous or sinister spirit', 'vigor']",['シン'],[],[]
9423,祹,,[],['トウ'],['さいわ.い'],[]
9424,祻,,[],"['コ', 'ク']",['まつり'],[]
9425,祼,,['libation'],['カン'],['まつり'],[]
9426,祾,,[],"['リョウ', 'ロウ']",['いつく.しみ'],[]
9427,禋,,"['offer sacrifice', 'sacrifice']","['イン', 'エン']",['まつ.る'],[]
9428,禌,,[],['シ'],['いこ.う'],[]
9429,禑,,[],"['グ', 'ゴ']",['さいわ.い'],[]
9430,禓,,"['to drive out demons, etc., (as was done at the new-year)']","['ヨウ', 'ショウ']",['まつり'],[]
9431,禔,,"['happiness', 'peace', 'good fortune']","['シ', 'テイ', 'ダイ']",['さいわ.い'],[]
9432,禕,,"['excellent', 'rare', 'beautiful', 'fine']",['イ'],['よい'],[]
9433,禖,,['sacrifice'],"['バイ', 'マイ']",[],[]
9434,禘,,['imperial ancestor worship'],"['テイ', 'ダイ']",['まつり'],[]
9435,禛,,[],['シン'],['う.ける'],[]
9436,禜,,['sacrifice'],"['エイ', 'ヨウ']",[],[]
9437,禡,,['sacrifice place for military purposes'],"['バ', 'メ']",['まつり'],[]
9438,禨,,['pray for good fortune'],"['キ', 'ケ']",['きざし'],[]
9439,禩,,[],['シ'],[],[]
9440,禫,,['sacrifice offered on anniversary'],"['タン', 'ドン']",['まつり'],[]
9441,禯,,[],"['チョウ', 'ジョウ', 'ニュ']",['まつり'],[]
9442,禱,,"['pray', 'entreat', 'beg', 'plead', 'prayer']",['トウ'],"['いの.る', 'まつ.る']",[]
9443,禴,,['sacrifice'],"['ヤク', 'ヨウ']",['まつり'],[]
9444,禸,,"['rump', 'footprint radical (no. 114)']","['ジュウ', 'ニュ']",['あしあと'],[]
9445,离,,"['rare beast', 'strange', 'elegant']","['チ', 'リ']",[],[]
9446,秂,,[],"['ジン', 'ニン']",[],[]
9447,秄,,[],['シ'],['つちか.う'],[]
9448,秇,,"['skill', 'ability in handicraft a craft', 'an art', 'calling', 'trade', 'accomplishment']","['ゲイ', 'ウン']","['う.える', 'のり', 'わざ']",[]
9449,秈,,['non-glutinous long grain rice'],['セン'],['うるち'],[]
9450,秊,,"['year', 'new-years', ""person's age""]",['ネン'],['とし'],[]
9451,秏,,"['to waste', 'to destroy', 'to diminish (hence it came to mean a rat)']","['コウ', 'カイ', 'ボウ', 'モウ']",[],[]
9452,秔,,['non-glutinous (ordinary) rice'],['コウ'],"['うるち', 'ぬか']",[]
9453,秖,,[],['シ'],['みの.る'],[]
9454,秚,,[],['ハン'],['やわ.らぐ'],[]
9455,秝,,[],"['レキ', 'リャク']",['なら.ぶ'],[]
9456,秞,,[],"['ユウ', 'ユ']",['しげ.る'],[]
9457,秠,,['millet'],"['ヒ', 'フウ', 'フ', 'ヒュウ', 'ヒュ']",['くろきび'],[]
9458,秢,,[],"['レイ', 'リョウ']",['よわい'],[]
9459,秥,,[],"['デン', 'ネン']",['いね'],[]
9460,秪,,"['only', 'merely']",['チ'],['みの.る'],[]
9461,秫,,['glutinous variety of millet'],"['ジョツ', 'シュツ', 'チュツ']","['もちあわ', 'おけら']",[]
9462,秭,,"['one thousand millions', 'sometimes used for one hundred millions']",['シ'],[],[]
9463,秱,,[],"['トウ', 'ズ']",[],[]
9464,秸,,"['stalks of millet', 'corn']","['カツ', 'ケチ', 'カイ']",['わら'],[]
9465,秼,,[],['シュ'],['のろ.う'],[]
9466,稂,,"['grass', 'weeds']","['ロウ', 'リョウ']",['いぬあわ'],[]
9467,稃,,[],"['フ', 'フウ']",['もみがら'],[]
9468,稇,,"['to bind', 'as faggots of sheaves']",['コン'],"['う.れる', 'くく.る']",[]
9469,稉,,['non-glutinous rice'],['コウ'],"['うるち', 'ぬか']",[]
9470,稊,,"['darnels', 'tares']","['テイ', 'ダイ']",['いぬびえ'],[]
9471,稌,,['glutinous rice'],"['ト', 'ズ', 'ショ']",['いね'],[]
9472,稑,,['rice'],"['リク', 'ロク']",['わせ'],[]
9473,稕,,[],['シュン'],['わらたば'],[]
9474,稛,,['bind'],"['コン', 'キン', 'クン']",['くく.る'],[]
9475,稞,,"['grain ready for grinding', 'grain']","['カ', 'ゲ', 'ラ']",['むぎ'],[]
9476,稡,,[],"['ソツ', 'ソチ', 'サイ', 'セ']","['あつ.まる', 'あつ.める']",[]
9477,稧,,[],"['ケイ', 'ケツ', 'ケチ']","['わら', 'みそぎ']",[]
9478,稫,,[],"['ヒョク', 'ヒキ']",['しげ.る'],[]
9479,稭,,"['stalk of grain', 'rice', 'corn', 'hemp']","['カツ', 'ケチ', 'カイ']",['わら'],[]
9480,稯,,[],"['ソウ', 'ス']",['たば'],[]
9481,稰,,[],['ショ'],[],[]
9482,稴,,[],"['レン', 'ケン', 'カン']",['うるち'],[]
9483,稵,,[],"['シ', 'シュウ']","['う.える', 'ま.く', 'ます']",[]
9484,稸,,[],"['キク', 'コク', 'チク', 'トク']","['つ.む', 'たくわえ.る']",[]
9485,稹,,[],"['シン', 'テン', 'ヘン']",['しげ.る'],[]
9486,稺,,['infancy'],"['チ', 'ジ']","['いと.けない', 'おさな.い', 'おくて', 'おご.る']",[]
9487,穄,,['panicled millet'],"['セイ', 'サイ']",['くろきび'],[]
9488,穅,,"['chaff', 'bran', 'husks of grain', '(from which comes: poor, remiss)']",['コウ'],"['ぬか', 'むな.しい']",[]
9489,穇,,"['deccan grass', 'barnyard grass']","['サン', 'シン']",['ひえ'],[]
9490,穈,,['millet'],"['ボン', 'モン', 'ビ', 'ミ']",[],[]
9491,穌,,"['revive', 'to rise again', 'collect']",['ソ'],['かきあつ.める'],[]
9492,穕,,[],['ショウ'],[],[]
9493,穖,,[],"['キ', 'ケ']",[],[]
9494,穙,,[],['ホク'],['しげ.る'],[]
9495,穜,,['rice'],"['トウ', 'ズ', 'ショウ', 'シュ']",['おくて'],[]
9496,穝,,[],['サイ'],[],[]
9497,穟,,"['ear of grain', 'ripe grain']",['スイ'],['ほ'],[]
9498,穠,,"['thick', 'lush', 'in clusters']","['ジョウ', 'ニュ']",['しげ.る'],[]
9499,穥,,[],['ヨ'],['う.える'],[]
9500,穧,,['sheaf'],"['セイ', 'ザイ', 'シ']",['かりいね'],[]
9501,穪,,['to praise'],['ショウ'],"['たた.える', 'とな.える', 'あ.げる', 'かな.う', 'はか.る', 'ほめ.る']",[]
9502,穭,,['wild grain'],"['リョ', 'ロ']",[],[]
9503,穵,,"['deep hollow', 'gouge', 'dig out']","['アツ', 'エチ']",['あな'],[]
9504,穸,,"['the gloom of the grave', 'tomb or grave', 'death']","['セキ', 'ジョク', 'キュウ']",['よ.る'],[]
9505,穾,,[],['ヨウ'],['ふか.い'],[]
9506,窀,,['to bury'],"['チュン', 'トン', 'タン']",['あつ.い'],[]
9507,窂,,[],['ロウ'],"['み.ちる', 'おり']",[]
9508,窅,,"['far', 'deep', 'sunken eyes', 'sad']","['ヨウ', 'オウ', 'ベン', 'メン']",[],[]
9509,窆,,['to put a coffin in a grave'],"['ビン', 'ホウ', 'ヘン']",['ほうむ.る'],[]
9510,窊,,"['pit', 'vault', 'store in pit']","['ワ', 'エ', 'ユ']",['くぼ.む'],[]
9511,窋,,[],"['チュツ', 'タツ', 'タチ']",[],[]
9512,窐,,[],"['ケイ', 'ケ', 'ワ', 'エ', 'コウ']",['うつろ'],[]
9513,窑,,"['kiln', 'coal mine pit']",['ヨウ'],['かま'],[]
9514,窔,,['corner'],['ヨウ'],['ふか.い'],[]
9515,窞,,['pit'],"['タン', 'ドン', 'ラン']",['あな'],[]
9516,窠,,"['nest', 'hole', 'indentation', 'den']",['カ'],['す'],[]
9517,窣,,"['to rush out of a den', 'rustling', 'whispering']","['ソツ', 'ソチ']",[],[]
9518,窬,,"['small door or window', 'hole in the wall', 'to cut through a wall', 'dig or bore hole']","['ユ', 'トウ', 'ズ']",['くぐりど'],[]
9519,窳,,"['dirty', 'useless', 'weak', 'powerless', 'cracked', 'flaw']","['ワ', 'エ', 'ユ']",['くぼ.む'],[]
9520,窵,,"['deep', 'distant']","['チョウ', 'トウ']",['おくふか.い'],[]
9521,窹,,[],['ゴ'],['かまど'],[]
9522,窻,,[],"['ソウ', 'ス']","['まど', 'てんまど', 'けむだし']",[]
9523,窼,,[],"['ソウ', 'ショウ']",['ねぐら'],[]
9524,竆,,"['exhausted', 'impoverished', 'poor']","['キュウ', 'キョウ']","['きわ.める', 'きわ.まる', 'きわ.み']",[]
9525,竉,,"['hole', 'cleft', 'empty']","['ロウ', 'ル']",['あな'],[]
9526,竌,,[],['ショ'],['ただ.しい'],[]
9527,竎,,[],"['フウ', 'フ']",['のぼ.る'],[]
9528,竑,,"['be vast and endless', 'broad']","['コウ', 'オウ']",['ひろ.い'],[]
9529,竛,,[],"['レイ', 'リョウ']",['いく'],[]
9530,竨,,[],['チョウ'],['たかくけ.わしい'],[]
9531,竩,,[],['ギ'],"['よしみ', 'よい']",[]
9532,竫,,[],"['セイ', 'ジョウ']",['やす.らか'],[]
9533,竬,,[],['ク'],['た.つ'],[]
9534,竱,,[],"['セン', 'テン', 'タン']","['ひと.しい', 'ひとしく.する']",[]
9535,竴,,[],['シュン'],['よろこ.ぶ'],[]
9536,竻,,[],"['ロク', 'キン', 'コン']",['すじ'],[]
9537,竽,,['ancient woodwind instrument'],['ウ'],['ふえ'],[]
9538,竾,,['flute'],"['チ', 'シ']",['ふえ'],[]
9539,笇,,[],['サン'],['かぞ.える'],[]
9540,笔,,"['writing brush', 'write', 'stroke']",['ヒツ'],['ふで'],[]
9541,笟,,[],['コ'],['たが'],[]
9542,笣,,[],"['ホウ', 'ヒョウ', 'コウ', 'キョウ']",[],[]
9543,笧,,"['twine around', 'check a current (with a weir)']",['サク'],['しがら.む'],[]
9544,笩,,[],['ハイ'],['とびあ.がる'],[]
9545,笪,,['coarse mat of rushes or bamboo'],"['タン', 'タツ', 'タチ']",['う.つ'],[]
9546,笫,,[],"['シ', 'シツ', 'シチ']",['ゆか'],[]
9547,笭,,['bamboo screen'],"['レイ', 'リョウ']",['ちりよけ'],[]
9548,笮,,['boards which support tiles on roof'],"['サク', 'シャク']",['せま.い'],[]
9549,笯,,['bird-cage'],"['ド', 'ヌ', 'ダ', 'ナ']",['とりかご'],[]
9550,笰,,['curtain'],"['フツ', 'フチ', 'ヒ']",['おお.い'],[]
9551,笱,,"['basket trap for fish, placed in the opening of a weir']","['コウ', 'ク']",[],[]
9552,笴,,['arrow shaft'],"['カ', 'コウ', 'カン']",['やがら'],[]
9553,笽,,[],['ミン'],"['そうけ', 'ざる']",[]
9554,笿,,[],['ラク'],"['わんかご', 'たば.ねる', 'つか.ねる']",[]
9555,筀,,[],"['ケイ', 'ケ']",['たけ'],[]
9556,筁,,['bamboo frame on which silkworms spin their cocoons'],"['キョク', 'コク']",['かいこの.す'],[]
9557,筇,,"['bamboo name', 'bamboo staff']","['キョウ', 'ク']",['たけ'],[]
9558,筎,,[],"['ジョ', 'ニョ']",['まきはだ'],[]
9559,筕,,[],"['コウ', 'ギョウ', 'グウ']",['たけむしろ'],[]
9560,筠,,"['bamboo skin', 'bamboo']","['イン', 'ウン']",['たけ'],[]
9561,筤,,['young bamboo'],"['ロウ', 'リョウ']",['かご'],[]
9562,筦,,"['key', 'to be in charge', 'pipe']",['カン'],"['ふえ', 'くだ']",[]
9563,筩,,"['bamboo tube or pipe', 'fish hook']","['トウ', 'ズ', 'ヨウ', 'ユ']",[],[]
9564,筪,,[],"['コウ', 'ギョウ']",['たけ'],[]
9565,筭,,"['an ancient device for working with numbers', 'count', 'calculate', 'figure']",['サン'],"['そろばん', 'かぞ.える']",[]
9566,筯,,"['chop-sticks', 'tongs']","['チョ', 'ジョ']",['はし'],[]
9567,筲,,"['basket', 'bucket']","['ソウ', 'ショウ', 'サク']",['かご'],[]
9568,筳,,['feast'],"['テイ', 'チョウ', 'ジョウ']",['いとくだ'],[]
9569,筷,,['chopsticks'],['カイ'],['はし'],[]
9570,箄,,[],"['ハイ', 'ヒ', 'ヘキ', 'ヘイ', 'ビャク']",['かご'],[]
9571,箉,,[],"['カイ', 'ゲ']",[],[]
9572,箎,,['ancient woodwind instrument'],"['コ', 'ク', 'チ', 'ジ']",[],[]
9573,箐,,['to draw a bamboo bow or cross-bow'],"['セイ', 'ショウ', 'セン']",[],[]
9574,箑,,['fan'],"['ソウ', 'ショウ']",['おうぎ'],[]
9575,箖,,[],['リン'],['たけ'],[]
9576,箛,,['bugle'],"['コ', 'ク']",['ふえ'],[]
9577,箞,,[],['ケン'],['たわ.める'],[]
9578,箠,,"['horse whip', 'flog']",['スイ'],['たけ'],[]
9579,箥,,[],['ハ'],[],[]
9580,箬,,['the cuticle of the bamboo a broad-leaved bamboo'],"['ジャク', 'ジョク', 'ニャク', 'ヒャク']",['たけのかわ'],[]
9581,箯,,['bamboo palanquin'],['ヘン'],['たけごし'],[]
9582,箰,,[],"['シュン', 'イン']","['たけのこ', 'たかんな']",[]
9583,箲,,[],['セン'],['ささら'],[]
9584,箵,,[],"['セイ', 'ショウ']",[],[]
9585,箶,,[],['コ'],['たけ'],[]
9586,箺,,[],['シュン'],['たけ'],[]
9587,箻,,[],['リツ'],[],[]
9588,箼,,[],['オク'],['しげ.る'],[]
9589,箽,,[],"['トウ', 'ツ']",['たけ'],[]
9590,篂,,[],"['セイ', 'ショウ']",[],[]
9591,篅,,[],"['スイ', 'セン', 'テン', 'タン']",['ざる'],[]
9592,篈,,[],"['ホウ', 'フ']",[],[]
9593,篊,,[],"['コウ', 'グ']",['とい'],[]
9594,篔,,['tall bamboo'],"['ウン', 'エン']",['たけ'],[]
9595,篖,,[],['トウ'],[],[]
9596,篗,,[],['ワク'],['いとわく'],[]
9597,篙,,['pole used punt boat'],['コウ'],['さお'],[]
9598,篚,,['round or oval covered-baskets with short legs'],['ヒ'],['はこ'],[]
9599,篛,,['cuticle of bamboo plant'],"['ジャク', 'ジョク', 'ニャク', 'ヒャク']",['たけのかわ'],[]
9600,篨,,"['coarse bamboo mat', 'ugly']","['チョ', 'ジョ']",['たけむしろ'],[]
9601,篪,,['bamboo flute with seven holes'],"['チ', 'シ']",['ふえ'],[]
9602,篲,,['broomstick'],"['スイ', 'エ', 'ケイ', 'セイ']",['ほうき'],[]
9603,篴,,"['bamboo flute', 'whistle']","['テキ', 'チャク', 'チク', 'ジク']",['ふえ'],[]
9604,篵,,[],"['ソウ', 'ス']",[],[]
9605,篸,,[],"['シン', 'サン']",['そろわない'],[]
9606,篹,,"['to rob', 'to collect', 'to edit', 'bamboo basket']","['サン', 'ゼン']",['かたみ'],[]
9607,篺,,[],"['ハイ', 'ヒ', 'ヘン', 'ベ']",['いかだ'],[]
9608,篼,,['sedan'],"['トウ', 'ツ']",['かいばおけ'],[]
9609,篾,,['bamboo splints or slats'],"['ベツ', 'メチ']",[],[]
9610,簁,,"['sieve', 'to sift', 'to strain']","['シ', 'サイ']",['ふる.う'],[]
9611,簂,,[],"['ケ', 'カク']",['かたみのもの'],[]
9612,簃,,['side room'],"['イ', 'チ', 'ジ']",['わきべや'],[]
9613,簄,,[],"['コウ', 'コ']",[],[]
9614,簆,,['reed'],"['コウ', 'ク']",['おさ'],[]
9615,簉,,"['deputy', 'subordinate', 'concubine']","['シュウ', 'シュ']",['そ.える'],[]
9616,簋,,"['square basket of bamboo for holding grain used at sacrifices', 'feast']",['キ'],[],[]
9617,簌,,['(of flower petals) falling'],['ソク'],['ふる.い'],[]
9618,簎,,[],"['サク', 'シャク', 'セキ']",['やす'],[]
9619,簏,,"['box', 'basket']",['ロク'],['はこ'],[]
9620,簙,,[],['ハク'],['すごろく'],[]
9621,簛,,"['sieve', 'to sift', 'to strain']",['シ'],['ふる.い'],[]
9622,簠,,['an ancient vessel'],['フ'],[],[]
9623,簥,,[],['キョウ'],[],[]
9624,簦,,"['large umbrella with a long handle', 'used for street stalls']",['トウ'],['かさ'],[]
9625,簨,,['beam for hanging bells or drums'],"['シュン', 'サン', 'ゼン']",['よこぎ'],[]
9626,簬,,[],"['ロ', 'ル']",['たけ'],[]
9627,簱,,[],['キ'],['はた'],[]
9628,簳,,['shaft of an arrow'],['カン'],"['しの', 'やがら']",[]
9629,簴,,[],"['キョ', 'ゴ']",[],[]
9630,簶,,[],['ロク'],[],[]
9631,簹,,['tall bamboo'],['トウ'],['たけ'],[]
9632,簺,,[],['サイ'],"['そご', 'ふだ']",[]
9633,籆,,[],['ワク'],['いとわく'],[]
9634,籊,,['long'],"['テキ', 'チャク']",[],[]
9635,籕,,[],['リュウ'],[],[]
9636,籑,,"['to feed', 'to provide for delicacies', 'dainties']",['セン'],[],[]
9637,籒,,[],"['チュウ', 'シュウ', 'ジュ']",['よ.む'],[]
9638,籓,,[],"['ハン', 'ホン']",[],[]
9639,籙,,['book'],"['リョク', 'ロク']",['ほんばこ'],[]
9640,籚,,"['bamboo', 'the handle of the spear']","['ロ', 'ル']","['え', 'かご']",[]
9641,籛,,['surname'],"['セン', 'サン']",['たけ'],[]
9642,籜,,"['bamboo sheath', 'bamboo shoots']",['タク'],['たけのかわ'],[]
